parser,embedding,llm,reasoning_effort,temperature,append_outputs,hyperparam_id,doi,dimension,human_coder,paper_id,cosine,deviation_agree
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,manvars,BC,3,0.6830964392171712,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,manvars,JC,3,0.6680629669421547,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,measurevars,BC,3,0.6543148425696751,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,measurevars,JC,3,0.7538723246185253,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,stats,BC,3,0.8012254309323464,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,stats,JC,3,0.6403321820230922,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,transf,BC,3,0.8214210849875043,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,transf,JC,3,0.4395130054869034,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,missd,BC,3,0.7624065841039653,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,Yes,3,doi_100,missd,JC,3,0.9060084092865923,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,hypothesis,BC,1,0.9070544753270354,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,hypothesis,JC,1,0.7896596278750391,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,datas,BC,1,0.4012010009792952,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,datas,JC,1,0.6445381396878275,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,inex,BC,1,0.6948631164220566,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,inex,JC,1,0.6844887416232219,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,samplesize,BC,1,0.8907356114852063,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,samplesize,JC,1,0.8573006545977762,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,manvars,BC,1,0.8340967914153801,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,manvars,JC,1,0.6158242823004522,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,measurevars,BC,1,0.7540001964149273,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,measurevars,JC,1,0.8408671398958557,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,stats,BC,1,0.5635284439250655,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,stats,JC,1,1,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,transf,BC,1,0.4898450861606191,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,transf,JC,1,0.847565522022353,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,missd,BC,1,0.8435747763164566,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_1,missd,JC,1,0.7867495471071457,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,hypothesis,BC,13,0.9008085961957539,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,hypothesis,JC,13,0.8983285866290245,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,datas,BC,13,0.8451871271346277,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,datas,JC,13,0.985053110238435,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,inex,BC,13,0.479560897409922,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,inex,JC,13,0.6777212267511576,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,samplesize,BC,13,0.9446548003600184,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,samplesize,JC,13,0.35616629110885795,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,manvars,BC,13,0.5692767085385645,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,manvars,JC,13,0.7621435492702069,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,measurevars,BC,13,0.49345818757900484,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,measurevars,JC,13,0.5043071492298165,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,stats,BC,13,0.6354481997351799,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,stats,JC,13,0.47962580877633765,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,transf,BC,13,0.5432509324524268,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,transf,JC,13,0.6854558585586102,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,missd,BC,13,0.8444620293396509,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_2,missd,JC,13,0.8475529960014929,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,hypothesis,BC,24,0.7879714636605306,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,hypothesis,JC,24,0.7010402551498813,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,datas,BC,24,0.8889195178258341,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,datas,JC,24,0.3116767019125151,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,inex,BC,24,0.9146940049168796,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,inex,JC,24,0.7849579492903971,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,samplesize,BC,24,0.7135788579762029,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,samplesize,JC,24,0.5188242339789338,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,manvars,BC,24,0.7285733405021892,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,manvars,JC,24,0.7021772358045315,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,measurevars,BC,24,0.7172835408218313,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,measurevars,JC,24,0.687220819478047,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,stats,BC,24,0.7256623903080186,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,stats,JC,24,0.39054255302778573,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,transf,BC,24,0.5662878585005674,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,transf,JC,24,0.703526042080622,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,missd,BC,24,0.6889600461180685,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_3,missd,JC,24,0.6535767937104665,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,hypothesis,BC,35,0.7301136297314808,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,hypothesis,JC,35,0.8112645904362243,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,datas,BC,35,0.93719008873987,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,datas,JC,35,0.9869130682350693,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,inex,BC,35,0.5831244446885728,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,inex,JC,35,0.5579324270259527,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,samplesize,BC,35,0.725499226006969,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,samplesize,JC,35,0.4667432974134186,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,manvars,BC,35,0.8659414245946806,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,manvars,JC,35,0.9011086741846082,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,measurevars,BC,35,0.4874417330281012,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,measurevars,JC,35,0.8560780612240787,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,stats,BC,35,0.8778925801406697,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,stats,JC,35,0.5084233469497429,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,transf,BC,35,0.7739765970082755,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,transf,JC,35,0.8180311895910344,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,missd,BC,35,0.692757489155808,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_4,missd,JC,35,0.7604376577894739,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,hypothesis,BC,46,0.6207375917921647,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,hypothesis,JC,46,0.6862475422695772,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,datas,BC,46,0.788788982461258,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,datas,JC,46,0.5104209944133046,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,inex,BC,46,0.7704176135108834,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,inex,JC,46,0.6903263707741782,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,samplesize,BC,46,0.6473786055316012,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,samplesize,JC,46,0.7553683064268693,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,manvars,BC,46,0.5463472638569746,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,manvars,JC,46,0.4629432547317637,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,measurevars,BC,46,0.6071482901571916,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,measurevars,JC,46,0.6874823364825293,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,stats,BC,46,0.8720471328500238,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,stats,JC,46,0.8628731872738125,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,transf,BC,46,0.7585742223228596,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,transf,JC,46,0.8721517309158394,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,missd,BC,46,0.7829290045356163,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_5,missd,JC,46,0.6803717652602692,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,hypothesis,BC,57,0.7972126402887326,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,hypothesis,JC,57,0.7583446113900144,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,datas,BC,57,0.912186677300962,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,datas,JC,57,0.7264121461836464,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,inex,BC,57,0.8736808098773315,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,inex,JC,57,0.9041257737387777,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,samplesize,BC,57,0.8385761503443864,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,samplesize,JC,57,0.7521990594481236,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,manvars,BC,57,0.6804500228933432,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,manvars,JC,57,0.9284637740907122,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,measurevars,BC,57,0.6551417140967191,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,measurevars,JC,57,0.5454894374306611,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,stats,BC,57,0.549507395110968,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,stats,JC,57,0.6822502628299004,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,transf,BC,57,0.8361277400094818,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,transf,JC,57,0.8241014129394983,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,missd,BC,57,0.8700284149471957,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_6,missd,JC,57,0.6248149326531098,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,hypothesis,BC,68,0.9198676999024444,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,hypothesis,JC,68,0.7950026110920566,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,datas,BC,68,0.7775037127927106,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,datas,JC,68,0.9344583501990101,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,inex,BC,68,0.7131536248173268,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,inex,JC,68,0.6389163356995374,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,samplesize,BC,68,0.9270547211561145,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,samplesize,JC,68,0.6450187675535635,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,manvars,BC,68,0.7577396756901522,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,manvars,JC,68,0.7796403633050436,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,measurevars,BC,68,0.7141526325040878,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,measurevars,JC,68,0.923378955622842,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,stats,BC,68,0.5109125831745184,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,stats,JC,68,0.866214999812203,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,transf,BC,68,0.661317970351696,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,transf,JC,68,0.9889996319466032,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,missd,BC,68,0.593166910464085,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_7,missd,JC,68,0.7417131475455548,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,hypothesis,BC,79,1,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,hypothesis,JC,79,0.9380223099543464,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,datas,BC,79,0.9902155975687736,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,datas,JC,79,0.7810421822889266,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,inex,BC,79,0.964972109876099,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,inex,JC,79,0.5063642344476722,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,samplesize,BC,79,0.8808757209448852,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,samplesize,JC,79,0.5196281951907991,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,manvars,BC,79,0.5937591203966822,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,manvars,JC,79,0.6515493983486351,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,measurevars,BC,79,0.8539227206317607,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,measurevars,JC,79,0.6855520283497055,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,stats,BC,79,0.730731142884936,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,stats,JC,79,0.6025918452219716,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,transf,BC,79,0.8015904158347006,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,transf,JC,79,0.4626388828939599,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,missd,BC,79,0.750421011006366,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_8,missd,JC,79,0.35204213087310315,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,hypothesis,BC,90,0.9003854106685563,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,hypothesis,JC,90,0.8862948737073143,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,datas,BC,90,0.7889133770706335,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,datas,JC,90,0.6433276261816138,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,inex,BC,90,0.4659603220435412,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,inex,JC,90,0.7978037260644744,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,samplesize,BC,90,0.6885034534887264,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,samplesize,JC,90,0.7263468744612558,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,manvars,BC,90,0.6807160063962043,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,manvars,JC,90,0.7024412250689622,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,measurevars,BC,90,0.6171520285843533,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,measurevars,JC,90,0.8117595919121433,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,stats,BC,90,0.9738465543102987,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,stats,JC,90,0.748202443452266,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,transf,BC,90,0.6302484208391317,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,transf,JC,90,0.5981098737161372,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,missd,BC,90,0.7939731278526851,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_9,missd,JC,90,0.8239981019037217,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,hypothesis,BC,2,0.4005211441392457,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,hypothesis,JC,2,0.737696058795988,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,datas,BC,2,0.7906648413617098,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,datas,JC,2,0.7184298144099018,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,inex,BC,2,0.8047337928909915,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,inex,JC,2,0.3867538802966327,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,samplesize,BC,2,0.6489893705635268,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,samplesize,JC,2,0.4213875843956709,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,manvars,BC,2,0.8318146766957557,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,manvars,JC,2,0.6733535034242734,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,measurevars,BC,2,0.7560726602845274,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,measurevars,JC,2,0.7401589684970145,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,stats,BC,2,0.863342342400974,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,stats,JC,2,0.938823738364226,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,transf,BC,2,0.5563548992178325,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,transf,JC,2,0.8722637660840187,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,missd,BC,2,0.8773525571483654,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_10,missd,JC,2,0.4230160499755252,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,hypothesis,BC,4,0.8105534554100623,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,hypothesis,JC,4,0.6126425731542465,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,datas,BC,4,0.7846542162018163,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,datas,JC,4,0.7575520416819268,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,inex,BC,4,0.946904126406861,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,inex,JC,4,0.8274035356187319,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,samplesize,BC,4,0.2681810298819047,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,samplesize,JC,4,0.8135935457175426,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,manvars,BC,4,0.7739101166548932,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,manvars,JC,4,0.6291981722649815,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,measurevars,BC,4,0.4042082800051504,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,measurevars,JC,4,0.7931005401053118,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,stats,BC,4,0.9224577466316379,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,stats,JC,4,0.8230894217359178,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,transf,BC,4,0.9160637210481692,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,transf,JC,4,0.9095133935269951,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,missd,BC,4,0.8162606527934996,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_11,missd,JC,4,0.5241808163164063,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,hypothesis,BC,5,0.44663024065975276,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,hypothesis,JC,5,0.5726822889733938,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,datas,BC,5,0.784056746410622,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,datas,JC,5,0.6835160460729366,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,inex,BC,5,0.8643378865267467,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,inex,JC,5,0.8439833045467441,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,samplesize,BC,5,0.5440550454187663,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,samplesize,JC,5,0.8262560210512054,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,manvars,BC,5,0.8295381313912752,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,manvars,JC,5,0.616761475002091,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,measurevars,BC,5,0.816383333134701,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,measurevars,JC,5,0.8541037372907107,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,stats,BC,5,0.9301719740158262,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,stats,JC,5,0.6754897321626201,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,transf,BC,5,0.5905154673360653,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,transf,JC,5,0.6805938552432583,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,missd,BC,5,0.9544683879985463,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_12,missd,JC,5,0.9336242506364781,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,hypothesis,BC,6,0.9028894934212907,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,hypothesis,JC,6,0.3858179004768484,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,datas,BC,6,0.9159610587618252,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,datas,JC,6,0.7351814460859099,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,inex,BC,6,0.25278847306808405,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,inex,JC,6,0.7035588778754774,0
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,samplesize,BC,6,0.7300940099900838,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,samplesize,JC,6,0.6666545517724841,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,manvars,BC,6,0.7584056040645731,1
GROBID,text-embedding-3-large,GPT-5.1,Medium,NA,No,4,doi_13,manvars,JC,6,0.8509657423268816,1
